NUM_POSTE;AN;MOIS;JOUR;HEURE;PAR_H;P;VT;DI;H;HO;RR;U;I5;RG;T;U8;U9;VX
78615002;2012;1;20;24;0;;19;;0;;0;82;7.9;0;8.1;1;0;9
78615002;2012;1;21;1;0;;16;;0;;0;84;8;0;8.2;1;0;8
78615002;2012;1;21;2;0;;18;;0;;0;87;8;0;8.2;1;0;9
78615002;2012;1;21;3;0;;17;;0;;0;91;8;0;8.2;0.5;0.5;8
78615002;2012;1;21;4;0;;19;;0;;0;90;8.6;0;8.8;0.2;0.8;9
78615002;2012;1;21;5;0;;16;;0;;0;92;8.9;0;9;0.1;0.9;8
78615002;2012;1;21;6;0;;16;;0.5;;0.5;95;8.6;0;9;0;1;7
78615002;2012;1;21;7;0;;19;;1;;0;97;8.9;0;9.3;0;1;8
78615002;2012;1;21;8;0;;18;;1;;0;97;9.5;0;9.8;0;1;8
78615002;2012;1;21;9;4;;21;;1;;0;90;10.3;14;10.6;0.1;0.9;10
78615002;2012;1;21;10;6;;25;;1;;0;93;10.1;14;10.4;0.7;0.3;12
78615002;2012;1;21;11;10;;22;;0.6;;0;91;10.8;24;10.9;0;1;12
78615002;2012;1;21;12;8;;26;;0.3;;0;94;10.5;16;10.8;0;1;11
78615002;2012;1;21;13;14;;26;;1;;0;92;11.1;30;11.3;0;1;11
78615002;2012;1;21;14;16;;26;;0.7;;0;85;11.5;40;11.8;0.8;0.2;12
78615002;2012;1;21;15;8;;25;;0;;0;81;11.8;16;11.9;0.9;0;12
78615002;2012;1;21;16;0;;27;;0;;0.5;82;11.2;4;11.5;0.5;0;12
78615002;2012;1;21;17;0;;25;;0.2;;0;87;10.4;2;10.8;1;0;12
78615002;2012;1;21;18;0;;24;;0.8;;0;92;10;0;10.4;0.2;0.7;12
78615002;2012;1;21;19;0;;24;;1;;0;87;9.4;0;10.2;0.9;0.1;11
78615002;2012;1;21;20;0;;28;;0.6;;0;80;9.6;0;10;0.6;0;12
78615002;2012;1;21;21;0;;24;;0.5;;0;90;8.4;0;9.1;0.8;0.2;11
78615002;2012;1;21;22;0;;24;;1;;0;79;8.6;0;9.2;0.9;0;11
78615002;2012;1;21;23;0;;22;;0.8;;0;81;7.8;0;8.3;0.1;0;11
78615002;2012;1;21;24;0;;19;;0;;0;76;8.2;0;8.5;0.7;0;10
78615002;2012;1;22;1;0;;20;;0;;0;75;7.8;0;8.1;0;0;10
78615002;2012;1;22;2;0;;18;;0;;0;81;7.5;0;7.9;0.3;0;10
78615002;2012;1;22;3;0;;15;;0;;0;80;7.4;0;7.7;0.9;0;8
78615002;2012;1;22;4;0;;15;;0;;0;85;7.3;0;7.5;1;0;7
78615002;2012;1;22;5;0;;13;;0;;0;84;6.7;0;6.9;1;0;6
78615002;2012;1;22;6;0;;15;;0;;0;83;6.7;0;7.2;1;0;6
78615002;2012;1;22;7;0;;15;;0;;0;82;7;0;7.3;1;0;7
78615002;2012;1;22;8;0;;17;;0;;0;83;6.5;0;6.8;1;0;8
78615002;2012;1;22;9;8;;16;;0;;0;80;7.3;20;7.3;0.9;0;7
78615002;2012;1;22;10;8;;16;;0;;0;81;7.8;18;7.7;0.1;0;7
78615002;2012;1;22;11;12;;18;;0;;0;81;9.2;28;8.7;0.7;0;8
78615002;2012;1;22;12;18;;23;;0;;0;81;9.4;38;9.1;1;0;11
78615002;2012;1;22;13;36;;23;;0;;0;77;10.4;80;10;0.4;0;10
78615002;2012;1;22;14;30;;23;;0;;0;79;9.8;70;9.9;0;0;12
78615002;2012;1;22;15;6;;21;;0;;0;75;9.8;12;10;0;0;10
78615002;2012;1;22;16;2;;16;;0;;0;76;9.5;8;9.8;0;0;9
78615002;2012;1;22;17;0;;20;;0;;0;76;9;2;9.4;0;0;11
78615002;2012;1;22;18;0;;16;;0;;0;79;8.9;0;9.2;0;0;8
78615002;2012;1;22;19;0;;15;;0;;0;82;8.6;0;8.9;0.5;0;8
78615002;2012;1;22;20;0;;12;;0;;0;81;8.2;0;8.7;0.4;0;6
78615002;2012;1;22;21;0;;9;;0;;0;83;7;0;7.9;1;0;4
78615002;2012;1;22;22;0;;9;;0;;0;86;6.6;0;7.3;1;0;4
78615002;2012;1;22;23;0;;10;;0;;0;86;6.6;0;7.3;1;0;4
78615002;2012;1;22;24;0;;11;;0;;0;84;5.9;0;6.6;1;0;5
78615002;2012;1;23;1;0;;10;;0;;0;87;5.7;0;6.2;1;0;5
78615002;2012;1;23;2;0;;8;;0;;0;89;5.1;0;5.8;1;0;4
78615002;2012;1;23;3;0;;7;;0;;0;93;3.2;0;4.6;0.2;0.8;3
78615002;2012;1;23;4;0;;5;;0;;0;94;3.1;0;4.3;0;1;2
78615002;2012;1;23;5;0;;7;;0;;0;94;3.3;0;4.1;0;1;3
78615002;2012;1;23;6;0;;6;;0;;0;94;2.6;0;3.5;0;1;3
78615002;2012;1;23;7;0;;5;;0;;0;95;4;0;4.3;0;1;2
78615002;2012;1;23;8;0;;7;;0;;0;94;4.5;0;4.7;0;1;3
78615002;2012;1;23;9;4;;6;;0;;0;93;5.4;12;5.2;0;1;3
78615002;2012;1;23;10;18;;8;;0;;0;91;6.9;38;6.1;0;1;4
78615002;2012;1;23;11;28;;9;;0;;0;85;8.9;62;7.4;0.6;0.3;4
78615002;2012;1;23;12;40;;13;;0;;0;83;9.5;88;8.2;1;0;6
78615002;2012;1;23;13;16;;14;;0;;0;84;8.2;34;7.8;1;0;6
78615002;2012;1;23;14;18;;14;;0.3;;0;87;8;40;7.5;1;0;8
78615002;2012;1;23;15;14;;11;;0;;0;81;8.7;36;8.1;1;0;5
78615002;2012;1;23;16;6;;14;;0.3;;0;87;6.1;14;7;0.9;0;10
78615002;2012;1;23;17;0;;9;;1;;0;85;5.9;2;6.5;1;0;4
78615002;2012;1;23;18;0;;9;;1;;0;88;5.4;0;6;1;0;5
78615002;2012;1;23;19;0;;11;;1;;0;90;5.5;0;6;0.5;0.6;4
78615002;2012;1;23;20;0;;6;;1;;0;92;5.4;0;5.8;0;1;4
78615002;2012;1;23;21;0;;12;;1;;0;86;5.9;0;6.3;0.6;0.4;6
78615002;2012;1;23;22;0;;11;;1;;0;91;5.4;0;5.7;0.6;0.4;5
78615002;2012;1;23;23;0;;11;;1;;0;91;5.5;0;5.8;0;1;6
78615002;2012;1;23;24;0;;12;;1;;0;93;5.5;0;5.8;0;1;6
78615002;2012;1;24;1;0;;8;;1;;0.5;95;5.8;0;6.2;0;1;4
78615002;2012;1;24;2;0;;9;;1;;0;95;5.8;0;6.2;0;1;4
78615002;2012;1;24;3;0;;6;;1;;1;94;5.1;0;5.6;0;1;4
78615002;2012;1;24;4;0;;2;;1;;0;95;5;0;5.4;0;1;1
78615002;2012;1;24;5;0;;4;;1;;0;96;4.7;0;5.2;0;1;2
78615002;2012;1;24;6;0;;3;;1;;0;96;2.8;0;4.6;0;1;2
78615002;2012;1;24;7;0;;1;;1;;0;97;2.3;0;4.1;0;1;1
78615002;2012;1;24;8;0;;3;;1;;0;97;2.8;0;3.6;0;1;1
78615002;2012;1;24;9;6;;2;;1;;0;98;4.1;14;4;0;1;1
78615002;2012;1;24;10;18;;2;;1;;0;97;6.4;38;5.2;0;1;1
78615002;2012;1;24;11;20;;4;;1;;0;83;6.6;46;6.1;0.1;0.9;2
78615002;2012;1;24;12;16;;6;;1;;0;83;6.8;30;6.5;1;0;3
78615002;2012;1;24;13;8;;8;;1;;1;88;4.9;18;5.5;1;0;4
78615002;2012;1;24;14;12;;7;;1;;1;91;5.2;24;5.7;0.6;0.3;4
78615002;2012;1;24;15;6;;10;;1;;0.5;90;5.4;16;5.8;0;1;5
78615002;2012;1;24;16;2;;11;;1;;0;92;5.2;8;5.7;0.2;0.8;6
78615002;2012;1;24;17;0;;11;;1;;1;96;5.5;2;5.9;0;1;6
78615002;2012;1;24;18;0;;7;;1;;1;97;6.7;0;7;0;1;6
78615002;2012;1;24;19;0;;6;;1;;0.5;98;7.3;0;7.5;0;1;4
78615002;2012;1;24;20;0;;9;;1;;0;99;8;0;8.2;0;1;4
78615002;2012;1;24;21;0;;11;;1;;0;99;8.3;0;8.5;0;1;5
78615002;2012;1;24;22;0;;9;;1;;0;99;8.6;0;8.8;0;1;4
78615002;2012;1;24;23;0;;6;;1;;0;100;8.7;0;8.9;0;1;4
78615002;2012;1;24;24;0;;4;;1;;0;100;8.7;0;9;0;1;2
78615002;2012;1;25;1;0;;5;;1;;0;100;8.7;0;9;0;1;3
78615002;2012;1;25;2;0;;6;;1;;0;100;8.8;0;9;0;1;3
78615002;2012;1;25;3;0;;7;;1;;0;100;8.7;0;8.9;0;1;3
78615002;2012;1;25;4;0;;6;;1;;0;100;8.6;0;8.8;0;1;2
78615002;2012;1;25;5;0;;7;;1;;0.5;100;8.8;0;8.9;0;1;3
78615002;2012;1;25;6;0;;6;;1;;0;100;8.7;0;8.9;0;1;3
78615002;2012;1;25;7;0;;7;;1;;0;100;8.9;0;9;0;1;4
78615002;2012;1;25;8;0;;6;;1;;0.5;100;8.9;0;9;0;1;2
78615002;2012;1;25;9;4;;5;;1;;0;100;9.2;8;9.2;0;1;2
78615002;2012;1;25;10;6;;6;;1;;0;100;9.6;18;9.4;0;1;3
78615002;2012;1;25;11;14;;6;;1;;0;100;9.8;32;9.5;0;1;3
78615002;2012;1;25;12;16;;8;;1;;0;100;9.6;32;9.5;0;1;4
78615002;2012;1;25;13;16;;7;;1;;0;99;9.9;38;9.7;0;1;4
78615002;2012;1;25;14;16;;7;;1;;0;97;10.1;36;9.8;0;1;3
78615002;2012;1;25;15;6;;5;;1;;0;97;9.5;14;9.4;0;1;3
78615002;2012;1;25;16;2;;2;;1;;0;96;9;8;9.2;0;1;1
78615002;2012;1;25;17;0;;2;;1;;0;97;8.6;2;8.9;0;1;1
78615002;2012;1;25;18;0;;3;;1;;0.5;98;8.9;0;9.2;0;1;2
78615002;2012;1;25;19;0;;7;;1;;0;98;8.8;0;9.3;0;1;4
78615002;2012;1;25;20;0;;7;;1;;0;96;8.8;0;9.2;0;1;4
78615002;2012;1;25;21;0;;7;;1;;0;95;8.8;0;9.1;0;1;4
78615002;2012;1;25;22;0;;8;;1;;0;93;8.6;0;9.1;0;1;5
78615002;2012;1;25;23;0;;4;;1;;0;96;8.4;0;8.8;0;1;2
78615002;2012;1;25;24;0;;7;;1;;0;96;8.2;0;8.6;0;1;4
78615002;2012;1;26;1;0;;7;;1;;0;97;8.1;0;8.5;0;1;4
78615002;2012;1;26;2;0;;11;;1;;0;97;7.8;0;8.1;0;1;7
78615002;2012;1;26;3;0;;11;;1;;0;97;7.7;0;8.1;0;1;6
78615002;2012;1;26;4;0;;11;;1;;0.5;96;7.2;0;7.6;0;1;6
78615002;2012;1;26;5;0;;12;;1;;0;94;7.3;0;7.7;0;1;6
78615002;2012;1;26;6;0;;9;;1;;0;94;7.4;0;7.7;0;1;5
78615002;2012;1;26;7;0;;10;;0.2;;0;93;7.4;0;7.7;0;1;4
78615002;2012;1;26;8;0;;13;;0;;0;89;7.6;2;7.9;0.4;0.7;7
78615002;2012;1;26;9;12;;14;;0;;0;87;8.3;26;8.2;0.9;0;7
78615002;2012;1;26;10;12;;13;;0;;0;83;8.5;30;8.5;1;0;7
78615002;2012;1;26;11;10;;18;;0;;0;84;8.6;22;8.3;1;0;9
78615002;2012;1;26;12;14;;19;;0.7;;0;94;7.4;30;7.7;0.5;0.5;10
78615002;2012;1;26;13;8;;15;;1;;0.5;89;6.3;22;6.4;0.6;0.4;8
78615002;2012;1;26;14;16;;7;;1;;0;87;7.3;36;6.9;1;0;5
78615002;2012;1;26;15;20;;8;;1;;0;82;7.7;44;7.1;1;0;4
78615002;2012;1;26;16;10;;9;;0.8;;0;81;7.8;24;7.4;1;0;4
78615002;2012;1;26;17;0;;6;;0;;0;87;5.7;4;6.3;1;0;3
78615002;2012;1;26;18;0;;9;;0;;0;89;5;0;5.7;1;0;4
78615002;2012;1;26;19;0;;5;;0;;0;88;3.7;0;5;1;0;4
78615002;2012;1;26;20;0;;5;;0;;0;85;3.3;0;4.5;0.9;0.1;2
78615002;2012;1;26;21;0;;3;;0;;0;82;3.4;0;4.5;1;0;2
78615002;2012;1;26;22;0;;6;;0;;0;82;3.1;0;4.3;1;0;3
78615002;2012;1;26;23;0;;0;;0;;0;77;3.2;0;4.4;0.8;0;2
78615002;2012;1;26;24;0;;3;;0;;0;82;2.3;0;3.6;0.3;0;2
78615002;2012;1;27;1;0;;5;;0;;0;79;3.1;0;4.1;0.9;0;2
78615002;2012;1;27;2;0;;5;;0;;0;85;1.6;0;3;0.8;0;3
78615002;2012;1;27;3;0;;6;;0;;0;86;1.1;0;2.7;1;0;2
78615002;2012;1;27;4;0;;4;;0;;0;87;0.3;0;2.2;1;0;2
78615002;2012;1;27;5;0;;2;;0;;0;87;1.2;0;2.5;1;0;2
78615002;2012;1;27;6;0;;2;;0;;0;90;0;0;1.6;0.9;0;1
78615002;2012;1;27;7;0;;1;;0;;0;93;-0.3;0;1;0.1;0.9;1
78615002;2012;1;27;8;2;;2;;0;;0;94;-0.8;2;0.9;0;1;2
78615002;2012;1;27;9;10;;2;;0;;0;90;2.6;24;1.7;0;1;1
78615002;2012;1;27;10;34;;3;;0;;0.5;81;9.3;74;4.7;0.6;0.4;2
78615002;2012;1;27;11;50;;4;;0;;0;76;11.4;114;6.7;0.4;0;3
78615002;2012;1;27;12;58;;9;;0;;0;74;11.9;132;7.9;0;0;4
78615002;2012;1;27;13;58;;11;;0;;0;69;12;136;8.7;0;0;5
78615002;2012;1;27;14;44;;12;;0;;0;65;11.3;100;8.8;0;0;6
78615002;2012;1;27;15;30;;11;;0;;0;64;10;70;8.6;0;0;6
78615002;2012;1;27;16;16;;11;;0;;0;65;7.9;42;7.8;0;0;5
78615002;2012;1;27;17;2;;6;;0;;0;71;4.2;4;5.9;0;0;4
78615002;2012;1;27;18;0;;6;;0;;0;78;3.8;0;5.1;0;0;2
78615002;2012;1;27;19;0;;8;;0;;0;77;4.8;0;5.4;0;0;4
78615002;2012;1;27;20;0;;10;;0.4;;0;84;4.2;0;5.1;0.6;0;5
78615002;2012;1;27;21;0;;5;;1;;0;83;4;0;4.7;1;0;3
78615002;2012;1;27;22;0;;10;;1;;0;84;3.9;0;4.4;1;0;4
78615002;2012;1;27;23;0;;9;;0.5;;0;81;4.4;0;4.8;1;0;5
78615002;2012;1;27;24;0;;7;;0;;0;83;4.2;0;4.5;1;0;4
78615002;2012;1;28;1;0;;8;;0;;0;85;4;0;4.4;1;0;4
78615002;2012;1;28;2;0;;7;;1;;0.5;92;3.3;0;3.8;0.5;0.5;4
78615002;2012;1;28;3;0;;9;;1;;1;94;3.1;0;3.5;0;1;4
78615002;2012;1;28;4;0;;7;;1;;0;95;3.2;0;3.6;0;1;4
78615002;2012;1;28;5;0;;8;;1;;0;94;3.2;0;3.6;0;1;4
78615002;2012;1;28;6;0;;9;;1;;0;95;3;0;3.3;0;1;4
78615002;2012;1;28;7;0;;8;;1;;0;94;2.8;0;3.1;0;1;4
78615002;2012;1;28;8;0;;7;;1;;0;93;2.8;2;3;0;1;4
78615002;2012;1;28;9;2;;6;;1;;0;94;3.1;8;3;0;1;2
78615002;2012;1;28;10;24;;6;;1;;0;91;5;58;3.8;0;1;3
78615002;2012;1;28;11;26;;8;;1;;0;87;5.8;56;4.4;0.5;0.5;4
78615002;2012;1;28;12;28;;9;;1;;0;84;5.7;62;4.8;1;0;4
78615002;2012;1;28;13;16;;8;;1;;0;86;4.6;38;4.6;1;0;4
78615002;2012;1;28;14;8;;9;;0;;0;85;4.9;22;4.8;1;0;4
78615002;2012;1;28;15;14;;9;;0;;0;85;4.4;30;4.8;1;0;4
78615002;2012;1;28;16;2;;8;;1;;1;92;3.9;8;4.1;0.4;0.6;6
78615002;2012;1;28;17;0;;8;;1;;0.5;92;3.3;2;3.7;0;1;5
78615002;2012;1;28;18;0;;9;;1;;0;92;3.1;0;3.5;0;1;4
78615002;2012;1;28;19;0;;11;;0.6;;0;92;2.8;0;3.1;0;1;5
78615002;2012;1;28;20;0;;12;;0;;0;93;2.8;0;3;0;1;5
78615002;2012;1;28;21;0;;11;;0;;0;93;2.8;0;3;0;1;5
78615002;2012;1;28;22;0;;10;;0;;0;93;2.7;0;2.9;0;1;4
78615002;2012;1;28;23;0;;9;;0;;0;94;2.7;0;2.9;0;1;4
78615002;2012;1;28;24;0;;9;;0;;0;94;2.9;0;3;0;1;4
78615002;2012;1;29;1;0;;8;;0;;0;94;3;0;3.2;0;1;4
78615002;2012;1;29;2;0;;8;;0;;0;93;3.1;0;3.2;0;1;4
78615002;2012;1;29;3;0;;11;;0;;0;92;2.8;0;3;0;1;6
78615002;2012;1;29;4;0;;10;;0;;0;93;2.4;0;2.7;0;1;6
78615002;2012;1;29;5;0;;14;;0;;0;87;2.2;0;2.5;0.6;0.4;7
78615002;2012;1;29;6;0;;15;;0;;0;87;2.1;0;2.3;1;0;7
78615002;2012;1;29;7;0;;16;;0;;0;85;1.2;0;1.4;1;0;7
78615002;2012;1;29;8;2;;15;;0;;0;87;0.3;2;0.5;1;0;7
78615002;2012;1;29;9;10;;11;;0;;0;86;0.9;28;0.6;1;0;6
78615002;2012;1;29;10;26;;15;;0;;0;85;3.3;64;1.5;1;0;6
78615002;2012;1;29;11;44;;12;;0;;0;81;3.7;106;1.7;1;0;6
78615002;2012;1;29;12;44;;14;;0;;0;79;5;102;2.4;0.7;0;6
78615002;2012;1;29;13;52;;14;;0;;0;77;4.9;122;2.8;0;0;6
78615002;2012;1;29;14;40;;14;;0;;0;81;2.5;98;2;0.4;0;6
78615002;2012;1;29;15;28;;15;;0;;0;82;2.1;72;1.6;0.5;0;6
78615002;2012;1;29;16;8;;14;;0;;0;83;0.8;18;0.8;1;0;7
78615002;2012;1;29;17;0;;10;;0;;0;86;0.5;2;0.6;1;0;5
78615002;2012;1;29;18;0;;12;;0;;0;88;0;0;0.1;1;0;6
78615002;2012;1;29;19;0;;12;;0;;0;89;0;0;0.1;0.9;0.2;6
78615002;2012;1;29;20;0;;13;;0;;0;88;0;0;0.1;1;0;6
78615002;2012;1;29;21;0;;8;;0;;0;85;0.1;0;0.2;1;0;4
78615002;2012;1;29;22;0;;10;;0;;0;85;-0.1;0;0;1;0;5
78615002;2012;1;29;23;0;;9;;0;;0;83;-0.5;0;-0.3;1;0;4
78615002;2012;1;29;24;0;;7;;0;;0;80;-0.6;0;-0.4;0.8;0;4
78615002;2012;1;30;1;0;;8;;0;;0;79;-0.6;0;-0.5;0.5;0;4
78615002;2012;1;30;2;0;;1;;0;;0;80;-0.7;0;-0.6;0.3;0;2
78615002;2012;1;30;3;0;;0;;0;;0;78;-0.8;0;-0.7;0.2;0;0
78615002;2012;1;30;4;0;;2;;0;;0;80;-0.9;0;-0.7;0.1;0;2
78615002;2012;1;30;5;0;;3;;0;;0;80;-0.9;0;-0.7;0.8;0;2
78615002;2012;1;30;6;0;;3;;0;;0;82;-1;0;-0.9;0.6;0;2
78615002;2012;1;30;7;0;;3;;0;;0;83;-1;0;-0.8;1;0;2
78615002;2012;1;30;8;0;;2;;0;;0;81;-0.8;0;-0.8;0.7;0;2
78615002;2012;1;30;9;2;;3;;0;;0;80;-0.3;8;-0.6;0.5;0;2
78615002;2012;1;30;10;6;;5;;0;;0;79;0;16;-0.5;0.2;0;2
78615002;2012;1;30;11;10;;5;;0;;0;79;0.4;24;-0.1;0;0;2
78615002;2012;1;30;12;10;;5;;0;;0;75;0.7;20;-0.1;0;0;2
78615002;2012;1;30;13;12;;4;;0;;0;77;0.9;32;0.3;0;0;2
78615002;2012;1;30;14;10;;4;;0;;0;76;0.7;20;0.4;0;0;2
78615002;2012;1;30;15;6;;4;;0;;0;77;0.7;16;0.5;0;0;2
78615002;2012;1;30;16;2;;6;;0;;0;79;0.3;6;0.3;0;0;3
78615002;2012;1;30;17;0;;5;;0;;0;81;0.1;2;0.3;0.1;0;3
78615002;2012;1;30;18;0;;5;;0;;0;81;0.1;0;0.3;0.7;0;2
78615002;2012;1;30;19;0;;8;;0;;0;82;-0.3;0;-0.1;0.8;0;4
78615002;2012;1;30;20;0;;7;;0;;0;82;-0.2;0;0;1;0;3
78615002;2012;1;30;21;0;;7;;0;;0;83;-0.4;0;-0.3;1;0;3
78615002;2012;1;30;22;0;;6;;0;;0;83;-0.5;0;-0.4;1;0;3
78615002;2012;1;30;23;0;;4;;0;;0;85;-0.7;0;-0.5;1;0;2
78615002;2012;1;30;24;0;;6;;0;;0;85;-0.9;0;-0.8;1;0;3
78615002;2012;1;31;1;0;;8;;0;;0;86;-1.1;0;-0.9;1;0;4
78615002;2012;1;31;2;0;;8;;0;;0;87;-1.3;0;-1.1;1;0;3
78615002;2012;1;31;3;0;;7;;0;;0;87;-1.2;0;-1.1;1;0;3
78615002;2012;1;31;4;0;;7;;0;;0;85;-1.2;0;-1.1;1;0;4
78615002;2012;1;31;5;0;;10;;0;;0;85;-1.4;0;-1.3;1;0;4
78615002;2012;1;31;6;0;;10;;0;;0;80;-1.4;0;-1.3;0.9;0;4
78615002;2012;1;31;7;0;;12;;0;;0;83;-1.8;0;-1.7;0.6;0;5
78615002;2012;1;31;8;0;;11;;0;;0;79;-1.9;0;-1.8;0.9;0;6
78615002;2012;1;31;9;4;;11;;0;;0;78;-1.3;10;-1.5;0;0;6
78615002;2012;1;31;10;18;;12;;0;;0;74;0.4;36;-0.7;0;0;6
78615002;2012;1;31;11;52;;11;;0;;0;70;3.3;128;0.9;0;0;6
78615002;2012;1;31;12;36;;11;;0;;0;74;1.4;80;0.3;0;0;5
78615002;2012;1;31;13;24;;11;;0;;0;78;1.2;58;0.4;0;0;5
78615002;2012;1;31;14;12;;11;;0;;0;80;0.4;28;0.2;0.5;0;5
78615002;2012;1;31;15;6;;12;;0;;0;80;0.4;14;0.4;0.5;0;6
78615002;2012;1;31;16;2;;11;;0;;0;82;0.1;8;0.2;1;0;5
78615002;2012;1;31;17;0;;11;;0;;0;82;-0.2;2;0;1;0;4
78615002;2012;1;31;18;0;;14;;0;;0;78;-0.3;0;-0.2;0.9;0;6
78615002;2012;1;31;19;0;;11;;0;;0;86;-0.7;0;-0.5;0.6;0;6
78615002;2012;1;31;20;0;;12;;0;;0;82;-0.4;0;-0.2;1;0;6
78615002;2012;1;31;21;0;;14;;0;;0;82;-0.9;0;-0.6;1;0;6
78615002;2012;1;31;22;0;;14;;0;;0;82;-1.1;0;-1;1;0;6
78615002;2012;1;31;23;0;;11;;0;;0;80;-1.4;0;-1.3;1;0;5
78615002;2012;1;31;24;0;;11;;0;;0;81;-1.6;0;-1.5;0.9;0;5
78615002;2012;2;1;1;0;;12;;0;;0;82;-2;0;-1.9;1;0;6
78615002;2012;2;1;2;0;;14;;0;;0;83;-2.5;0;-2.4;1;0;6
78615002;2012;2;1;3;0;;10;;0;;0;84;-2.5;0;-2.5;1;0;5
78615002;2012;2;1;4;0;;14;;0;;0;82;-2.8;0;-2.7;1;0;6
78615002;2012;2;1;5;0;;13;;0;;0;83;-3.8;0;-3.3;1;0;6
78615002;2012;2;1;6;0;;15;;0;;0;83;-4.4;0;-4;1;0;6
78615002;2012;2;1;7;0;;15;;0;;0;83;-5;0;-4.7;1;0;6
78615002;2012;2;1;8;2;;17;;0;;0;84;-5.2;4;-5;1;0;8
78615002;2012;2;1;9;10;;17;;0;;0;81;-4.8;18;-4.9;1;0;8
78615002;2012;2;1;10;24;;18;;0;;0;77;-2.4;56;-3.9;0.2;0;8
78615002;2012;2;1;11;46;;19;;0;;0;73;-2.2;112;-3.4;0;0;8
78615002;2012;2;1;12;54;;20;;0;;0;70;-1.7;128;-2.9;0;0;8
78615002;2012;2;1;13;52;;21;;0;;0;67;-0.5;120;-2.2;0;0;9
78615002;2012;2;1;14;50;;22;;0;;0;65;-0.4;126;-1.8;0;0;10
78615002;2012;2;1;15;34;;20;;0;;0;65;-1.3;86;-1.9;0;0;10
78615002;2012;2;1;16;16;;20;;0;;0;65;-2.3;48;-2.3;0;0;10
78615002;2012;2;1;17;4;;23;;0;;0;67;-3.3;8;-2.9;0;0;12
78615002;2012;2;1;18;0;;26;;0;;0;70;-3.8;0;-3.5;0;0;13
78615002;2012;2;1;19;0;;24;;0;;0;70;-4.3;0;-4;0;0;12
78615002;2012;2;1;20;0;;19;;0;;0;67;-5.1;0;-4.5;0;0;10
78615002;2012;2;1;21;0;;14;;0;;0;67;-5.3;0;-4.9;0;0;8
78615002;2012;2;1;22;0;;19;;0;;0;61;-5.3;0;-4.9;0;0;9
78615002;2012;2;1;23;0;;21;;0;;0;61;-5.5;0;-5.2;0;0;9
78615002;2012;2;1;24;0;;23;;0;;0;60;-5.9;0;-5.6;0;0;10
78615002;2012;2;2;1;0;;20;;0;;0;61;-6.6;0;-6.1;0;0;8
78615002;2012;2;2;2;0;;20;;0;;0;59;-6.8;0;-6.4;0;0;9
78615002;2012;2;2;3;0;;20;;0;;0;61;-7.2;0;-6.9;0;0;10
78615002;2012;2;2;4;0;;18;;0;;0;63;-7.8;0;-7.4;0;0;10
78615002;2012;2;2;5;0;;14;;0;;0;63;-8;0;-7.6;0;0;8
78615002;2012;2;2;6;0;;17;;0;;0;63;-8.2;0;-7.8;0;0;8
78615002;2012;2;2;7;0;;15;;0;;0;64;-8.4;0;-8.1;0;0;8
78615002;2012;2;2;8;2;;14;;0;;0;64;-7.6;6;-7.8;0;0;8
78615002;2012;2;2;9;18;;17;;0;;0;61;-5.7;44;-6.9;0;0;9
78615002;2012;2;2;10;38;;19;;0;;0;56;-4.7;88;-6.2;0;0;9
78615002;2012;2;2;11;52;;19;;0;;0;53;-3;124;-4.8;0;0;8
78615002;2012;2;2;12;60;;20;;0;;0;48;-2.5;144;-4.1;0;0;10
78615002;2012;2;2;13;64;;23;;0;;0;46;-1.7;148;-3.2;0;0;10
78615002;2012;2;2;14;52;;23;;0;;0;46;-0.7;130;-2.2;0;0;11
78615002;2012;2;2;15;40;;26;;0;;0;45;-1.6;98;-2.3;0;0;12
78615002;2012;2;2;16;20;;22;;0;;0;47;-2.7;54;-2.8;0;0;10
78615002;2012;2;2;17;4;;20;;0;;0;49;-4.2;10;-3.8;0;0;10
78615002;2012;2;2;18;0;;21;;0;;0;49;-4.7;0;-4.2;0;0;10
78615002;2012;2;2;19;0;;21;;0;;0;49;-5.2;0;-4.8;0;0;10
78615002;2012;2;2;20;0;;16;;0;;0;53;-6.1;0;-5.5;0;0;8
78615002;2012;2;2;21;0;;13;;0;;0;54;-6.5;0;-5.9;0;0;7
78615002;2012;2;2;22;0;;9;;0;;0;60;-7.2;0;-6.7;0;0;6
78615002;2012;2;2;23;0;;12;;0;;0;59;-7.6;0;-7;0;0;6
78615002;2012;2;2;24;0;;11;;0;;0;64;-8;0;-7.6;0;0;5
78615002;2012;2;3;1;0;;15;;0;;0;63;-8;0;-7.6;0;0;7
78615002;2012;2;3;2;0;;15;;0;;0;64;-8.4;0;-8;0;0;8
78615002;2012;2;3;3;0;;15;;0;;0;65;-8.9;0;-8.3;0;0;8
78615002;2012;2;3;4;0;;12;;0;;0;68;-9.5;0;-8.7;0;0;6
78615002;2012;2;3;5;0;;14;;0;;0;71;-9.6;0;-9.1;0;0;6
78615002;2012;2;3;6;0;;12;;0;;0;70;-10.1;0;-9.4;0;0;5
78615002;2012;2;3;7;0;;11;;0;;0;70;-9.9;0;-9.5;0;0;6
78615002;2012;2;3;8;4;;5;;0;;0;68;-8.8;6;-9.2;0;0;3
78615002;2012;2;3;9;18;;11;;0;;0;62;-6.4;46;-7.6;0;0;6
78615002;2012;2;3;10;40;;13;;0;;0;53;-4.6;94;-6.4;0;0;7
78615002;2012;2;3;11;56;;17;;0;;0;44;-2.7;130;-4.9;0;0;7
